0 0 PASS  
1000001002 1000001002 PASS 零零十億零一千零零二 
1000001020 1000001020 PASS 零零十億零一千零二十 
1000001023 1000001023 PASS 零零十億零一千零二十三 
1000001200 1000001200 PASS 零零十億零一千二百 
1000001203 1000001203 PASS 零零十億零一千二百零三 
1000001230 1000001230 PASS 零零十億零一千二百三十 
1000001234 1000001234 PASS 零零十億零一千二百三十四 
1000010000 1000010000 PASS 零零十億零零零一萬 
1000010001 1000010001 PASS 零零十億零零零一萬零零零一 
1000010010 1000010010 PASS 零零十億零零零一萬零零十 
1000010012 1000010012 PASS 零零十億零零零一萬零零十二 
1000010100 1000010100 PASS 零零十億零零零一萬零一百 
1000010102 1000010102 PASS 零零十億零零零一萬零一百零二 
1000010310 1000010310 PASS 零零十億零零零一萬零三百十 
1000010123 1000010123 PASS 零零十億零零零一萬零一百二十三 
1000011000 1000011000 PASS 零零十億零零零一萬一千 
1000011002 1000011002 PASS 零零十億零零零一萬一千零零二 
1000011020 1000011020 PASS 零零十億零零零一萬一千零二十 
1000011023 1000011023 PASS 零零十億零零零一萬一千零二十三 
1000011200 1000011200 PASS 零零十億零零零一萬一千二百 
1000011203 1000011203 PASS 零零十億零零零一萬一千二百零三 
1000011230 1000011230 PASS 零零十億零零零一萬一千二百三十 
1000011234 1000011234 PASS 零零十億零零零一萬一千二百三十四 
1000100000 1000100000 PASS 零零十億零零十萬 
1000100001 1000100001 PASS 零零十億零零十萬零零零一 
1000100010 1000100010 PASS 零零十億零零十萬零零十 
1000100012 1000100012 PASS 零零十億零零十萬零零十二 
1000100100 1000100100 PASS 零零十億零零十萬零一百 
1000100102 1000100102 PASS 零零十億零零十萬零一百零二 
1000100310 1000100310 PASS 零零十億零零十萬零三百十 
1000100123 1000100123 PASS 零零十億零零十萬零一百二十三 
1000101000 1000101000 PASS 零零十億零零十萬一千 
1000101002 1000101002 PASS 零零十億零零十萬一千零零二 
1000101020 1000101020 PASS 零零十億零零十萬一千零二十 
1000101023 1000101023 PASS 零零十億零零十萬一千零二十三 
1000101200 1000101200 PASS 零零十億零零十萬一千二百 
1000101203 1000101203 PASS 零零十億零零十萬一千二百零三 
1000101230 1000101230 PASS 零零十億零零十萬一千二百三十 
1000101234 1000101234 PASS 零零十億零零十萬一千二百三十四 
1000120000 1000120000 PASS 零零十億零零十二萬 
1000120001 1000120001 PASS 零零十億零零十二萬零零零一 
1000120010 1000120010 PASS 零零十億零零十二萬零零十 
1000120012 1000120012 PASS 零零十億零零十二萬零零十二 
1000120100 1000120100 PASS 零零十億零零十二萬零一百 
1000120102 1000120102 PASS 零零十億零零十二萬零一百零二 
1000120310 1000120310 PASS 零零十億零零十二萬零三百十 
1000120123 1000120123 PASS 零零十億零零十二萬零一百二十三 
1000121000 1000121000 PASS 零零十億零零十二萬一千 
1000121002 1000121002 PASS 零零十億零零十二萬一千零零二 
1000121020 1000121020 PASS 零零十億零零十二萬一千零二十 
1000121023 1000121023 PASS 零零十億零零十二萬一千零二十三 
1000121200 1000121200 PASS 零零十億零零十二萬一千二百 
1000121203 1000121203 PASS 零零十億零零十二萬一千二百零三 
1000121230 1000121230 PASS 零零十億零零十二萬一千二百三十 
1000121234 1000121234 PASS 零零十億零零十二萬一千二百三十四 
1001000000 1001000000 PASS 零零十億零一百萬 
1001000001 1001000001 PASS 零零十億零一百萬零零零一 
1001000010 1001000010 PASS 零零十億零一百萬零零十 
1001000012 1001000012 PASS 零零十億零一百萬零零十二 
1001000100 1001000100 PASS 零零十億零一百萬零一百 
1001000102 1001000102 PASS 零零十億零一百萬零一百零二 
1001000310 1001000310 PASS 零零十億零一百萬零三百十 
1001000123 1001000123 PASS 零零十億零一百萬零一百二十三 
1001001000 1001001000 PASS 零零十億零一百萬一千 
1001001002 1001001002 PASS 零零十億零一百萬一千零零二 
1001001020 1001001020 PASS 零零十億零一百萬一千零二十 
1001001023 1001001023 PASS 零零十億零一百萬一千零二十三 
1001001200 1001001200 PASS 零零十億零一百萬一千二百 
1001001203 1001001203 PASS 零零十億零一百萬一千二百零三 
1001001230 1001001230 PASS 零零十億零一百萬一千二百三十 
1001001234 1001001234 PASS 零零十億零一百萬一千二百三十四 
1001020000 1001020000 PASS 零零十億零一百零二萬 
1001020001 1001020001 PASS 零零十億零一百零二萬零零零一 
1001020010 1001020010 PASS 零零十億零一百零二萬零零十 
1001020012 1001020012 PASS 零零十億零一百零二萬零零十二 
1001020100 1001020100 PASS 零零十億零一百零二萬零一百 
1001020102 1001020102 PASS 零零十億零一百零二萬零一百零二 
1001020310 1001020310 PASS 零零十億零一百零二萬零三百十 
1001020123 1001020123 PASS 零零十億零一百零二萬零一百二十三 
1001021000 1001021000 PASS 零零十億零一百零二萬一千 
1001021002 1001021002 PASS 零零十億零一百零二萬一千零零二 
1001021020 1001021020 PASS 零零十億零一百零二萬一千零二十 
1001021023 1001021023 PASS 零零十億零一百零二萬一千零二十三 
1001021200 1001021200 PASS 零零十億零一百零二萬一千二百 
1001021203 1001021203 PASS 零零十億零一百零二萬一千二百零三 
1001021230 1001021230 PASS 零零十億零一百零二萬一千二百三十 
1001021234 1001021234 PASS 零零十億零一百零二萬一千二百三十四 
1003100000 1003100000 PASS 零零十億零三百十萬 
1003100001 1003100001 PASS 零零十億零三百十萬零零零一 
1003100010 1003100010 PASS 零零十億零三百十萬零零十 
1003100012 1003100012 PASS 零零十億零三百十萬零零十二 
1003100100 1003100100 PASS 零零十億零三百十萬零一百 
1003100102 1003100102 PASS 零零十億零三百十萬零一百零二 
1003100310 1003100310 PASS 零零十億零三百十萬零三百十 
1003100123 1003100123 PASS 零零十億零三百十萬零一百二十三 
1003101000 1003101000 PASS 零零十億零三百十萬一千 
1003101002 1003101002 PASS 零零十億零三百十萬一千零零二 
1003101020 1003101020 PASS 零零十億零三百十萬一千零二十 
1003101023 1003101023 PASS 零零十億零三百十萬一千零二十三 
1003101200 1003101200 PASS 零零十億零三百十萬一千二百 
1003101203 1003101203 PASS 零零十億零三百十萬一千二百零三 
1003101230 1003101230 PASS 零零十億零三百十萬一千二百三十 
1003101234 1003101234 PASS 零零十億零三百十萬一千二百三十四 
1001230000 1001230000 PASS 零零十億零一百二十三萬 
1001230001 1001230001 PASS 零零十億零一百二十三萬零零零一 
1001230010 1001230010 PASS 零零十億零一百二十三萬零零十 
1001230012 1001230012 PASS 零零十億零一百二十三萬零零十二 
1001230100 1001230100 PASS 零零十億零一百二十三萬零一百 
1001230102 1001230102 PASS 零零十億零一百二十三萬零一百零二 
1001230310 1001230310 PASS 零零十億零一百二十三萬零三百十 
1001230123 1001230123 PASS 零零十億零一百二十三萬零一百二十三 
1001231000 1001231000 PASS 零零十億零一百二十三萬一千 
1001231002 1001231002 PASS 零零十億零一百二十三萬一千零零二 
1001231020 1001231020 PASS 零零十億零一百二十三萬一千零二十 
1001231023 1001231023 PASS 零零十億零一百二十三萬一千零二十三 
1001231200 1001231200 PASS 零零十億零一百二十三萬一千二百 
1001231203 1001231203 PASS 零零十億零一百二十三萬一千二百零三 
1001231230 1001231230 PASS 零零十億零一百二十三萬一千二百三十 
1001231234 1001231234 PASS 零零十億零一百二十三萬一千二百三十四 
1010000000 1010000000 PASS 零零十億一千萬 
1010000001 1010000001 PASS 零零十億一千萬零零零一 
1010000010 1010000010 PASS 零零十億一千萬零零十 
1010000012 1010000012 PASS 零零十億一千萬零零十二 
1010000100 1010000100 PASS 零零十億一千萬零一百 
1010000102 1010000102 PASS 零零十億一千萬零一百零二 
1010000310 1010000310 PASS 零零十億一千萬零三百十 
1010000123 1010000123 PASS 零零十億一千萬零一百二十三 
1010001000 1010001000 PASS 零零十億一千萬一千 
1010001002 1010001002 PASS 零零十億一千萬一千零零二 
1010001020 1010001020 PASS 零零十億一千萬一千零二十 
1010001023 1010001023 PASS 零零十億一千萬一千零二十三 
1010001200 1010001200 PASS 零零十億一千萬一千二百 
1010001203 1010001203 PASS 零零十億一千萬一千二百零三 
1010001230 1010001230 PASS 零零十億一千萬一千二百三十 
1010001234 1010001234 PASS 零零十億一千萬一千二百三十四 
1010020000 1010020000 PASS 零零十億一千零零二萬 
1010020001 1010020001 PASS 零零十億一千零零二萬零零零一 
1010020010 1010020010 PASS 零零十億一千零零二萬零零十 
1010020012 1010020012 PASS 零零十億一千零零二萬零零十二 
1010020100 1010020100 PASS 零零十億一千零零二萬零一百 
1010020102 1010020102 PASS 零零十億一千零零二萬零一百零二 
1010020310 1010020310 PASS 零零十億一千零零二萬零三百十 
1010020123 1010020123 PASS 零零十億一千零零二萬零一百二十三 
1010021000 1010021000 PASS 零零十億一千零零二萬一千 
1010021002 1010021002 PASS 零零十億一千零零二萬一千零零二 
1010021020 1010021020 PASS 零零十億一千零零二萬一千零二十 
1010021023 1010021023 PASS 零零十億一千零零二萬一千零二十三 
1010021200 1010021200 PASS 零零十億一千零零二萬一千二百 
1010021203 1010021203 PASS 零零十億一千零零二萬一千二百零三 
1010021230 1010021230 PASS 零零十億一千零零二萬一千二百三十 
1010021234 1010021234 PASS 零零十億一千零零二萬一千二百三十四 
1010200000 1010200000 PASS 零零十億一千零二十萬 
1010200001 1010200001 PASS 零零十億一千零二十萬零零零一 
1010200010 1010200010 PASS 零零十億一千零二十萬零零十 
1010200012 1010200012 PASS 零零十億一千零二十萬零零十二 
1010200100 1010200100 PASS 零零十億一千零二十萬零一百 
1010200102 1010200102 PASS 零零十億一千零二十萬零一百零二 
1010200310 1010200310 PASS 零零十億一千零二十萬零三百十 
1010200123 1010200123 PASS 零零十億一千零二十萬零一百二十三 
1010201000 1010201000 PASS 零零十億一千零二十萬一千 
1010201002 1010201002 PASS 零零十億一千零二十萬一千零零二 
1010201020 1010201020 PASS 零零十億一千零二十萬一千零二十 
1010201023 1010201023 PASS 零零十億一千零二十萬一千零二十三 
1010201200 1010201200 PASS 零零十億一千零二十萬一千二百 
1010201203 1010201203 PASS 零零十億一千零二十萬一千二百零三 
1010201230 1010201230 PASS 零零十億一千零二十萬一千二百三十 
1010201234 1010201234 PASS 零零十億一千零二十萬一千二百三十四 
1010230000 1010230000 PASS 零零十億一千零二十三萬 
1010230001 1010230001 PASS 零零十億一千零二十三萬零零零一 
1010230010 1010230010 PASS 零零十億一千零二十三萬零零十 
1010230012 1010230012 PASS 零零十億一千零二十三萬零零十二 
1010230100 1010230100 PASS 零零十億一千零二十三萬零一百 
1010230102 1010230102 PASS 零零十億一千零二十三萬零一百零二 
1010230310 1010230310 PASS 零零十億一千零二十三萬零三百十 
1010230123 1010230123 PASS 零零十億一千零二十三萬零一百二十三 
1010231000 1010231000 PASS 零零十億一千零二十三萬一千 
1010231002 1010231002 PASS 零零十億一千零二十三萬一千零零二 
1010231020 1010231020 PASS 零零十億一千零二十三萬一千零二十 
1010231023 1010231023 PASS 零零十億一千零二十三萬一千零二十三 
1010231200 1010231200 PASS 零零十億一千零二十三萬一千二百 
1010231203 1010231203 PASS 零零十億一千零二十三萬一千二百零三 
1010231230 1010231230 PASS 零零十億一千零二十三萬一千二百三十 
1010231234 1010231234 PASS 零零十億一千零二十三萬一千二百三十四 
1012000000 1012000000 PASS 零零十億一千二百萬 
1012000001 1012000001 PASS 零零十億一千二百萬零零零一 
1012000010 1012000010 PASS 零零十億一千二百萬零零十 
1012000012 1012000012 PASS 零零十億一千二百萬零零十二 
